O*NET-SOC Code,Title,career_interest_types_ranked_OI,career_interest_types_OI_artistic_value,career_interest_types_OI_conventional_value,career_interest_types_OI_enterprising_value,career_interest_types_OI_investigative_value,career_interest_types_OI_realistic_value,career_interest_types_OI_social_value,career_interest_types_IH_first_interest_high_point_value,career_interest_types_IH_second_interest_high_point_value,career_interest_types_IH_third_interest_high_point_value
51-9082.00,Medical Appliance Technicians,realistic|investigative|conventional|social|artistic|enterprising,1.58,3.66,1.0,3.96,7.0,3.2,1.0,2.0,6.0
51-9083.00,Ophthalmic Laboratory Technicians,realistic|conventional|investigative|social|artistic|enterprising,1.7,4.13,1.37,2.87,6.37,1.9,1.0,6.0,0.0
51-9111.00,Packaging and Filling Machine Operators and Tenders,realistic|conventional|enterprising|investigative|social|artistic,1.0,4.91,1.84,1.37,6.63,1.02,1.0,6.0,0.0
51-9123.00,"Painting, Coating, and Decorating Workers",realistic|artistic|conventional|social|investigative|enterprising,3.42,3.4,1.0,1.34,6.93,1.57,1.0,3.0,6.0
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",realistic|conventional|artistic|investigative|social|enterprising,2.11,3.64,1.05,1.49,6.98,1.23,1.0,6.0,0.0
51-9141.00,Semiconductor Processing Technicians,realistic|conventional|investigative|enterprising|social|artistic,1.0,5.15,1.46,3.07,6.4,1.11,1.0,6.0,0.0
51-9151.00,Photographic Process Workers and Processing Machine Operators,realistic|conventional|artistic|investigative|enterprising|social,2.92,5.19,1.11,2.13,5.49,1.11,1.0,6.0,0.0
51-9161.00,Computer Numerically Controlled Tool Operators,realistic|conventional|investigative|enterprising|artistic|social,1.19,5.39,1.37,2.88,6.44,1.0,1.0,6.0,0.0
51-9162.00,Computer Numerically Controlled Tool Programmers,conventional|realistic|investigative|enterprising|artistic|social,1.53,5.92,1.68,3.62,4.88,1.45,6.0,1.0,2.0
51-9191.00,Adhesive Bonding Machine Operators and Tenders,realistic|conventional|investigative|enterprising|artistic|social,1.08,4.39,1.11,2.06,6.49,1.0,1.0,6.0,0.0
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",realistic|conventional|investigative|artistic|enterprising|social,1.0,4.41,1.0,1.68,7.0,1.0,1.0,6.0,0.0
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.29,1.12,2.32,6.99,1.41,1.0,6.0,0.0
51-9194.00,Etchers and Engravers,realistic|artistic|conventional|investigative|social|enterprising,3.75,3.44,1.0,2.45,6.52,1.38,1.0,3.0,6.0
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",realistic|conventional|investigative|artistic|social|enterprising,2.14,4.29,1.0,2.25,6.64,1.01,1.0,6.0,0.0
51-9195.03,"Stone Cutters and Carvers, Manufacturing",realistic|artistic|conventional|investigative|social|enterprising,3.83,3.75,1.0,1.88,7.0,1.23,1.0,3.0,6.0
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",realistic|conventional|investigative|enterprising|artistic|social,1.46,5.12,1.48,2.5,6.79,1.0,1.0,6.0,0.0
51-9195.05,"Potters, Manufacturing",realistic|conventional|artistic|investigative|enterprising|social,2.16,3.69,1.19,1.64,6.92,1.0,1.0,6.0,0.0
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",realistic|conventional|investigative|enterprising|artistic|social,1.26,4.55,1.45,1.72,6.53,1.0,1.0,6.0,0.0
51-9197.00,Tire Builders,realistic|conventional|investigative|social|artistic|enterprising,1.0,3.78,1.0,2.28,7.0,1.09,1.0,6.0,0.0
51-9198.00,Helpers--Production Workers,realistic|conventional|enterprising|social|investigative|artistic,1.14,4.4,1.89,1.3,6.54,1.67,1.0,6.0,0.0
53-1041.00,Aircraft Cargo Handling Supervisors,enterprising|conventional|realistic|social|investigative|artistic,1.0,4.79,5.37,2.19,4.6,2.47,5.0,6.0,1.0
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",enterprising|conventional|social|realistic|investigative|artistic,1.11,4.88,6.16,1.13,3.38,3.73,5.0,6.0,4.0
53-1042.01,Recycling Coordinators,enterprising|conventional|realistic|social|investigative|artistic,1.0,4.57,4.77,2.25,4.0,3.37,5.0,6.0,1.0
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,enterprising|conventional|realistic|social|investigative|artistic,1.0,4.79,5.2,1.83,4.76,2.56,5.0,6.0,1.0
53-1044.00,First-Line Supervisors of Passenger Attendants,enterprising|conventional|social|realistic|investigative|artistic,1.0,5.23,6.52,1.05,2.6,4.08,5.0,6.0,4.0
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",realistic|conventional|enterprising|investigative|social|artistic,1.44,4.7,3.81,3.15,4.74,2.5,1.0,6.0,5.0
53-2012.00,Commercial Pilots,conventional|realistic|enterprising|social|investigative|artistic,1.1,4.82,3.92,2.55,4.79,2.57,6.0,1.0,5.0
53-2021.00,Air Traffic Controllers,conventional|realistic|enterprising|social|investigative|artistic,1.0,4.99,4.29,2.45,4.55,2.68,6.0,1.0,5.0
53-2022.00,Airfield Operations Specialists,conventional|realistic|enterprising|investigative|social|artistic,1.0,4.93,4.47,3.54,4.63,2.49,6.0,1.0,5.0
53-2031.00,Flight Attendants,conventional|social|realistic|enterprising|investigative|artistic,1.27,4.41,3.63,2.04,4.04,4.19,6.0,4.0,1.0
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",realistic|social|conventional|investigative|enterprising|artistic,1.0,3.57,1.53,2.45,6.45,4.73,1.0,4.0,6.0
53-3031.00,Driver/Sales Workers,realistic|conventional|enterprising|social|artistic|investigative,1.0,4.67,3.67,1.0,5.34,2.43,1.0,6.0,5.0
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.1,1.3,1.92,7.0,1.33,1.0,6.0,0.0
53-3033.00,Light Truck Drivers,realistic|conventional|enterprising|investigative|social|artistic,1.02,4.42,2.1,1.54,6.88,1.36,1.0,6.0,0.0
53-3051.00,"Bus Drivers, School",realistic|conventional|social|enterprising|investigative|artistic,1.21,4.7,2.18,1.61,5.5,4.45,1.0,6.0,4.0
53-3052.00,"Bus Drivers, Transit and Intercity",realistic|conventional|social|enterprising|artistic|investigative,1.0,4.7,2.81,1.0,5.95,3.6,1.0,6.0,4.0
53-3053.00,Shuttle Drivers and Chauffeurs,realistic|conventional|social|enterprising|artistic|investigative,1.0,4.16,2.12,1.0,6.5,3.04,1.0,6.0,4.0
53-3054.00,Taxi Drivers,realistic|conventional|social|enterprising|investigative|artistic,1.0,4.8,2.49,1.1,5.73,2.8,1.0,6.0,0.0
53-4011.00,Locomotive Engineers,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.65,1.89,3.49,7.0,1.85,1.0,6.0,2.0
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",realistic|conventional|enterprising|investigative|social|artistic,1.0,4.3,2.07,2.02,6.78,1.76,1.0,6.0,0.0
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",realistic|conventional|investigative|enterprising|social|artistic,1.0,4.25,1.43,2.07,7.0,1.22,1.0,6.0,0.0
53-4031.00,Railroad Conductors and Yardmasters,realistic|conventional|enterprising|investigative|social|artistic,1.0,4.87,3.77,1.97,5.8,1.85,1.0,6.0,5.0
53-4041.00,Subway and Streetcar Operators,realistic|conventional|social|enterprising|investigative|artistic,1.0,4.26,2.28,1.37,5.91,2.8,1.0,6.0,0.0
53-5011.00,Sailors and Marine Oilers,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.96,2.41,2.62,6.97,1.24,1.0,6.0,0.0
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",realistic|conventional|enterprising|investigative|social|artistic,1.0,4.56,4.22,2.64,5.61,1.88,1.0,6.0,5.0
53-5022.00,Motorboat Operators,realistic|conventional|enterprising|investigative|social|artistic,1.12,3.66,3.19,2.22,6.54,1.99,1.0,6.0,5.0
53-5031.00,Ship Engineers,realistic|conventional|enterprising|investigative|social|artistic,1.0,4.91,3.73,3.54,6.44,1.76,1.0,6.0,5.0
53-6011.00,Bridge and Lock Tenders,realistic|conventional|enterprising|investigative|social|artistic,1.0,4.37,2.58,2.4,6.15,1.79,1.0,6.0,0.0
53-6021.00,Parking Attendants,realistic|conventional|enterprising|social|artistic|investigative,1.15,5.07,3.12,1.0,5.64,3.03,1.0,6.0,0.0
53-6031.00,Automotive and Watercraft Service Attendants,realistic|conventional|enterprising|social|investigative|artistic,1.0,4.37,2.15,1.32,6.4,1.97,1.0,6.0,0.0
53-6032.00,Aircraft Service Attendants,realistic|conventional|enterprising|social|investigative|artistic,1.0,4.16,2.1,1.83,6.11,1.87,1.0,6.0,0.0
53-6041.00,Traffic Technicians,realistic|conventional|investigative|enterprising|social|artistic,1.4,4.47,1.96,4.38,4.87,1.93,1.0,6.0,2.0
53-6051.00,Transportation Inspectors,conventional|realistic|investigative|enterprising|social|artistic,1.0,6.17,2.64,2.91,5.69,1.56,6.0,1.0,0.0
53-6051.01,Aviation Inspectors,conventional|realistic|investigative|enterprising|social|artistic,1.0,5.73,2.56,4.09,5.57,1.42,6.0,1.0,2.0
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",realistic|conventional|investigative|enterprising|artistic|social,1.0,5.14,1.35,3.72,7.0,1.0,1.0,6.0,2.0
53-6061.00,Passenger Attendants,conventional|social|realistic|enterprising|investigative|artistic,1.0,4.45,3.08,1.15,3.76,4.35,6.0,4.0,1.0
53-7011.00,Conveyor Operators and Tenders,realistic|conventional|enterprising|investigative|social|artistic,1.0,4.95,2.58,1.36,6.13,1.21,1.0,6.0,0.0
53-7021.00,Crane and Tower Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.94,1.3,2.22,7.0,1.19,1.0,6.0,0.0
53-7031.00,Dredge Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.48,2.33,2.99,6.63,1.36,1.0,6.0,0.0
53-7041.00,Hoist and Winch Operators,realistic|conventional|investigative|enterprising|social|artistic,1.07,3.33,1.45,1.55,6.89,1.45,1.0,6.0,0.0
53-7051.00,Industrial Truck and Tractor Operators,realistic|conventional|investigative|enterprising|social|artistic,1.0,3.71,1.23,1.78,7.0,1.11,1.0,6.0,0.0
53-7061.00,Cleaners of Vehicles and Equipment,realistic|conventional|investigative|social|artistic|enterprising,1.0,4.04,1.0,1.15,7.0,1.04,1.0,6.0,0.0
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",realistic|conventional|enterprising|social|investigative|artistic,1.0,4.94,2.04,1.12,6.04,1.47,1.0,6.0,0.0
53-7062.04,Recycling and Reclamation Workers,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.39,1.59,2.04,6.28,1.28,1.0,6.0,0.0
53-7063.00,Machine Feeders and Offbearers,realistic|conventional|investigative|artistic|enterprising|social,1.0,4.49,1.0,2.07,6.96,1.0,1.0,6.0,0.0
53-7064.00,"Packers and Packagers, Hand",realistic|conventional|enterprising|artistic|social|investigative,1.5,5.41,2.27,1.34,5.59,1.39,1.0,6.0,0.0
53-7065.00,Stockers and Order Fillers,conventional|realistic|enterprising|social|artistic|investigative,1.0,6.25,3.29,1.0,4.79,1.88,6.0,1.0,5.0
53-7071.00,Gas Compressor and Gas Pumping Station Operators,realistic|conventional|investigative|social|enterprising|artistic,1.0,4.83,1.49,2.3,6.27,1.51,1.0,6.0,0.0
53-7072.00,"Pump Operators, Except Wellhead Pumpers",realistic|conventional|investigative|enterprising|social|artistic,1.0,4.5,1.46,2.27,6.68,1.28,1.0,6.0,0.0
53-7073.00,Wellhead Pumpers,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.29,1.77,2.26,6.92,1.11,1.0,6.0,0.0
53-7081.00,Refuse and Recyclable Material Collectors,realistic|conventional|investigative|enterprising|social|artistic,1.0,4.53,1.36,1.83,7.0,1.29,1.0,6.0,0.0
53-7121.00,"Tank Car, Truck, and Ship Loaders",realistic|conventional|investigative|enterprising|artistic|social,1.0,4.77,1.3,1.98,6.96,1.0,1.0,6.0,0.0
